"wages","education","age","sex","language","logwages"
24,15,30,"Female","English",3.17805383034795
6.71,11.6,20,"Male","English",1.90359895098359
23.42,12.5,43,"Male","English",3.15359035816957
15.33,13,34,"Female","English",2.72981169288372
12.48,13,28,"Male","English",2.52412736294128
14.65,12.7,37,"Female","English",2.68444033546308
8.91,10.1,35,"Female","Other",2.18717424148272
16.46,11,51,"Female","English",2.80093319524892
16.76,19.5,37,"Male","English",2.81899509505394
15.34,12.3,31,"Male","English",2.73046379593911
26.62,16.5,45,"Male","English",3.28166281296697
8.96,12,23,"Male","English",2.19277022698684
20.87,13,42,"Male","English",3.03831272108911
7,12,19,"Female","English",1.94591014905531
38.34,20,47,"Female","English",3.6464937376175
9,13,28,"Male","English",2.19722457733622
25.63,14,38,"Female","English",3.24376354037598
30.72,16.5,48,"Male","English",3.42491390827947
5.15,12.5,29,"Female","English",1.63899671467564
21.6,15,42,"Male","English",3.07269331469012
28.8,15,62,"Female","English",3.3603753871419
14.93,19,28,"Male","English",2.7033726115511
15,15,25,"Male","English",2.70805020110221
9,14.1,20,"Female","English",2.19722457733622
13.76,10,24,"Male","English",2.6217658325052
24,12.5,48,"Male","English",3.17805383034795
28.16,14,51,"Female","English",3.33790253128984
6.48,10,56,"Female","English",1.86872051036418
13.06,13,38,"Female","English",2.56955412384829
17.46,9,45,"Male","English",2.85991255041146
6.76,13,18,"Female","English",1.91102289005487
21.94,17,30,"Female","English",3.08831145484708
18.79,14,52,"Female","French",2.93332481342537
29.22,16.2,40,"Male","English",3.37485340632255
13.75,17.4,40,"Female","English",2.62103882411258
10.22,13.2,30,"Male","English",2.32434658477556
21.99,16,55,"Female","English",3.09058780456667
15.25,12,34,"Male","English",2.72457950305342
6.7,16.3,23,"Female","English",1.90210752639692
11,14,20,"Male","English",2.39789527279837
13.14,15,25,"Male","French",2.57566101305646
11.45,12,23,"Male","French",2.43798973000025
21.94,11,56,"Female","English",3.08831145484708
36.32,17,57,"Male","Other",3.59236855373309
12.48,10,49,"Male","English",2.52412736294128
16.06,16,30,"Female","English",2.77633170851862
16.85,10.5,61,"Female","English",2.82435065679837
14,15,49,"Male","English",2.63905732961526
7,16,42,"Male","English",1.94591014905531
8.33,14,42,"Female","English",2.11986345617875
11.78,13,52,"Female","English",2.46640317822344
12.25,12.5,58,"Female","English",2.50552593699074
21.94,17,42,"Male","English",3.08831145484708
10.18,10,41,"Female","English",2.32042501112238
18.81,13.5,40,"Male","French",2.93438864331294
4.63,14.5,24,"Female","English",1.53255686809814
22.21,13,40,"Male","Other",3.10054263790634
9.45,13,23,"Male","English",2.24601474150565
21.34,12,49,"Male","French",3.06058324587361
11.87,13,36,"Female","English",2.47401420862158
25.12,12,44,"Male","English",3.2236643416
8.03,11.6,20,"Male","English",2.08318452795867
16,12,48,"Male","French",2.77258872223978
14.89,17.5,35,"Female","English",2.70068984669592
6.7,13,18,"Male","French",1.90210752639692
18.92,20,41,"Male","English",2.94021956362373
21.1,15,30,"Female","English",3.04927304048202
10,12,49,"Female","English",2.30258509299405
6.25,10.5,60,"Female","English",1.83258146374831
9,9,33,"Female","Other",2.19722457733622
13,10,31,"Male","English",2.56494935746154
7.16,7,18,"Male","Other",1.96850998097255
7.01,4,45,"Female","Other",1.9473377010465
9.63,12,18,"Male","English",2.26488322581003
13.78,10.5,56,"Female","English",2.62321826558551
15.36,18,23,"Male","French",2.73176672771953
7,12,18,"Female","English",1.94591014905531
11,11,25,"Male","English",2.39789527279837
15.43,11.2,55,"Female","English",2.73631366637507
11.5,15,33,"Female","English",2.4423470353692
29.62,13.5,33,"Male","English",3.38844980883965
33.39,16.1,46,"Female","English",3.50825645395556
22.08,12,30,"Male","English",3.09467222140889
12.51,13,26,"Female","English",2.52652832447882
6.7,12,18,"Male","English",1.90210752639692
9.57,15,34,"Male","English",2.25863320546486
9.66,10,45,"Male","English",2.26799364822443
19.04,20,29,"Female","English",2.94654202936322
13,17.1,26,"Female","English",2.56494935746154
9,8,58,"Female","Other",2.19722457733622
22.68,15,45,"Male","English",3.12148347885955
6.5,12.2,21,"Female","Other",1.87180217690159
6.75,12,57,"Female","English",1.90954250488444
26.98,20,40,"Female","English",3.29509585077961
30.1,16,46,"Female","English",3.40452517175483
38.76,11.5,33,"Male","French",3.65738878702257
18.13,16,33,"Male","English",2.89756802476676
17,8.2,35,"Male","English",2.83321334405622
11,10,33,"Male","English",2.39789527279837
6.61,16,29,"Male","English",1.88858365386359
19.19,13,64,"Female","English",2.95438931001961
38.4,15.2,39,"Male","English",3.64805745959368
6,10,16,"Male","English",1.79175946922805
27.36,19.7,46,"Female","English",3.30908209275435
8.9,12,46,"Male","English",2.18605127673809
9,14.5,20,"Male","English",2.19722457733622
12,15,51,"Male","Other",2.484906649788
12.9,17,23,"Male","English",2.55722731136763
16.67,12,48,"Male","English",2.8136106967627
18.58,8,54,"Male","French",2.92208573338569
19,13,41,"Male","English",2.94443897916644
25.51,16.5,37,"Female","English",3.23907053215372
23.04,17,49,"Female","English",3.13723183582769
14.47,12,39,"Male","English",2.67207754064339
7.5,12,29,"Female","English",2.01490302054226
11.55,10.5,51,"Female","English",2.4466854369678
12,15,27,"Female","English",2.484906649788
17.57,18,27,"Male","Other",2.86619290219901
10,19.3,27,"Female","French",2.30258509299405
15.54,12,34,"Male","English",2.7434173449395
8.33,11,22,"Male","English",2.11986345617875
7,12.5,54,"Female","English",1.94591014905531
6.7,12.5,39,"Female","English",1.90210752639692
17.67,16,44,"Female","English",2.87186828633161
10.08,13,26,"Female","English",2.31055326264322
18.24,16.5,26,"Male","English",2.90361698464619
19.56,20,46,"Male","English",2.97348666460667
8,15,23,"Female","English",2.07944154167984
5.22,15,33,"Female","English",1.65249740189455
25.44,10.6,35,"Male","English",3.23632273847192
8.48,12.5,21,"Male","English",2.13771044980381
14.88,12,35,"Female","Other",2.70001802940495
22.53,15,37,"Male","English",3.11484775444415
7,11,18,"Female","English",1.94591014905531
9.54,8.5,38,"Male","English",2.2554934854602
9.32,13,49,"Female","English",2.2321626286975
26.82,12.5,36,"Female","Other",3.28914787785353
23.68,13,39,"Female","Other",3.1646308100158
6.15,12.6,19,"Female","English",1.81645208181843
9.5,12,58,"Female","English",2.2512917986065
11.97,14.1,27,"Male","English",2.48240351956988
15.89,13,42,"Female","English",2.76568998054862
23.04,20,33,"Female","English",3.13723183582769
15.42,16,24,"Female","English",2.73566536813518
14.63,12,35,"Female","English",2.68307421503203
8.79,12.5,47,"Male","Other",2.17361471169709
18.72,17,27,"Male","English",2.92959247104945
6.85,16.8,25,"Female","English",1.92424865227413
7.78,14,33,"Male","English",2.0515563381903
15.85,14.5,40,"Female","English",2.76316950032329
6.35,13,18,"Male","English",1.8484548129046
31.2,16,68,"Female","English",3.44041809481544
38.07,19,40,"Male","English",3.63942657039441
5.75,14.3,36,"Female","English",1.74919985480926
12,8,57,"Male","English",2.484906649788
15.74,17.6,25,"Male","English",2.75620524298926
12.91,9,54,"Male","English",2.55800220485855
15.36,12.5,26,"Male","English",2.73176672771953
25.44,11,41,"Male","English",3.23632273847192
9.24,15,21,"Female","English",2.22354188565359
8.5,12,18,"Male","French",2.14006616349627
8.7,12,45,"Female","English",2.16332302566054
16.32,15.1,38,"Male","English",2.79239134953596
6.09,14,22,"Male","French",1.80664808172181
21.6,18,31,"Female","English",3.07269331469012
17.5,11.5,25,"Male","French",2.86220088092947
6.4,11.5,25,"Female","English",1.85629799036563
14.65,13.1,42,"Female","English",2.68444033546308
6.34,14,21,"Female","English",1.84687876844913
40.56,15,45,"Female","English",3.70278235928293
13.7,20,39,"Female","French",2.61739583283408
24,12,38,"Female","English",3.17805383034795
18.24,14.5,63,"Male","English",2.90361698464619
13.25,14,45,"Female","English",2.58399755243223
9.7,11,60,"Female","English",2.27212588550934
10.75,13.6,36,"Female","Other",2.37490575457367
2.3,12,44,"Female","English",0.832909122935104
24.36,12,45,"Male","English",3.1929424428417
14.88,16,45,"Female","English",2.70001802940495
17.14,14,28,"Male","English",2.84141491316963
17.1,12,49,"Female","English",2.83907846350861
14.4,12,31,"Female","English",2.66722820658195
7.56,14,40,"Female","English",2.02287119019144
9.75,11,51,"Male","French",2.27726728500976
18.46,19,50,"Male","English",2.91560622907471
22.08,20,40,"Female","English",3.09467222140889
8.33,13.3,22,"Male","English",2.11986345617875
26.93,14,57,"Female","Other",3.29324090682351
22.36,18.7,35,"Male","English",3.1072736482869
19.2,19,30,"Female","English",2.95491027903374
21.68,13,56,"Male","English",3.07639017657145
8.33,15,34,"Male","English",2.11986345617875
22.27,20,38,"Female","English",3.10324048126928
29.9,14,45,"Male","English",3.39785848039664
23.81,17,35,"Female","English",3.17010566049877
28.32,17,38,"Male","French",3.34356826882552
7.2,17,25,"Male","Other",1.97408102602201
10,12.3,21,"Male","English",2.30258509299405
17.21,17,25,"Male","English",2.84549061022345
12.48,12,36,"Female","French",2.52412736294128
18.24,17,35,"Female","English",2.90361698464619
23.04,16,31,"Female","English",3.13723183582769
15.99,15.2,64,"Male","English",2.77196352684586
19.2,10,47,"Male","English",2.95491027903374
11.88,12,33,"Female","English",2.4748563139345
11.92,14.5,22,"Male","English",2.4782176616372
18,12,33,"Male","English",2.89037175789616
31.74,17,49,"Female","Other",3.45757771509826
8.5,14.5,22,"Male","English",2.14006616349627
24,15,38,"Female","English",3.17805383034795
11,17.3,22,"Male","English",2.39789527279837
24.05,14,31,"Male","English",3.18013499655177
19.2,12,47,"Male","English",2.95491027903374
17.26,11.2,53,"Male","English",2.84839168565528
44.78,11,39,"Male","English",3.80176161117061
14.02,9,48,"Male","English",2.64048488160644
8,15.6,54,"Female","English",2.07944154167984
12.86,14,32,"Female","English",2.55412171880947
13.8,11,42,"Female","English",2.62466859216316
22.32,13.8,47,"Male","English",3.10548313751311
8.75,10,40,"Female","English",2.16905370036952
8.89,12.5,46,"Female","English",2.18492704952581
15.5,14,24,"Female","English",2.7408400239252
15.16,14.6,32,"Female","English",2.71866038021423
6.13,12.6,33,"Female","English",1.81319474994812
7,12,17,"Female","English",1.94591014905531
6.7,10,22,"Female","English",1.90210752639692
8.5,9,54,"Female","English",2.14006616349627
3.84,12,20,"Male","English",1.34547236659964
17,9,60,"Male","English",2.83321334405622
24,11,60,"Male","English",3.17805383034795
15.57,12,52,"Female","English",2.74534598584591
13.48,9,39,"Female","English",2.60120710548416
12.5,13.5,60,"Female","French",2.52572864430826
6.75,12.3,18,"Female","English",1.90954250488444
21.6,13,42,"Male","English",3.07269331469012
25.85,18,30,"Male","English",3.25231060095444
5.75,12,51,"Male","Other",1.74919985480926
6.63,12,19,"Male","English",1.89160480419777
15,6,51,"Male","Other",2.70805020110221
19.97,13,56,"Female","English",2.99423114742772
13.7,15,39,"Female","Other",2.61739583283408
17.45,10,64,"Male","English",2.85933964864844
8.34,17,24,"Female","English",2.12106321637066
8.41,11,58,"Male","Other",2.12942147398486
14,16.4,25,"Female","English",2.63905732961526
8.6,9,29,"Male","Other",2.15176220325946
11.18,0,64,"Male","Other",2.41412646772695
14.4,13.2,42,"Male","English",2.66722820658195
16,13.5,38,"Male","English",2.77258872223978
20.64,13,32,"Male","English",3.02723094061336
11.8,9,60,"Female","English",2.46809953147162
6.25,10,16,"Female","English",1.83258146374831
23.04,20,42,"Male","English",3.13723183582769
11.9,12,36,"Female","English",2.47653840011748
9.01,10,16,"Male","English",2.19833507162025
47.36,16,44,"Female","Other",3.85777799057575
8,13.5,25,"Male","English",2.07944154167984
15.84,12,53,"Male","English",2.76253838638628
12.07,13,55,"Female","English",2.49072303510944
20,17,29,"Male","Other",2.99573227355399
12.48,12.5,31,"Female","French",2.52412736294128
7.93,12,30,"Female","English",2.07065303564676
30.24,17,51,"Female","English",3.40916555131133
8.75,14.1,25,"Male","English",2.16905370036952
12.2,13,34,"Male","English",2.50143595173921
18.75,18,53,"Female","English",2.93119375241642
15.95,13,54,"Male","English",2.76945882923085
11,13.2,25,"Male","English",2.39789527279837
13,17.5,41,"Female","English",2.56494935746154
15.36,12,47,"Female","English",2.73176672771953
7.1,9,50,"Female","French",1.96009478404727
10.84,11,36,"Male","French",2.3832429960115
15.36,12,36,"Male","French",2.73176672771953
21.39,16,38,"Male","English",3.06292352309431
7.08,17,28,"Female","English",1.95727390770563
6.7,13.9,20,"Female","English",1.90210752639692
26.77,14,34,"Male","English",3.28728185753226
15,13,32,"Female","English",2.70805020110221
30,16,37,"Male","English",3.40119738166216
17.62,12,39,"Male","French",2.86903462050803
10,9,46,"Female","English",2.30258509299405
9.89,18,29,"Female","Other",2.29152414563462
25,15,32,"Female","Other",3.2188758248682
32.12,20,58,"Male","English",3.46947888907856
25,13,30,"Female","English",3.2188758248682
7.36,12.5,36,"Female","English",1.99605993274078
8.75,11,17,"Female","Other",2.16905370036952
15.23,10,45,"Male","English",2.72326716690707
18,12,47,"Male","Other",2.89037175789616
27.8,9,30,"Female","English",3.32503602069659
17.95,15.5,24,"Female","English",2.88759011493429
40.05,20,50,"Female","Other",3.69012867351437
12.5,9.5,29,"Male","English",2.52572864430826
13.05,9,64,"Female","French",2.5687881337687
17.85,13,44,"Male","English",2.88200350822565
15,14,31,"Male","English",2.70805020110221
10,13,34,"Female","English",2.30258509299405
11.29,13,31,"Male","English",2.42391737816157
7.54,12,38,"Female","English",2.02022218201986
14.96,13,27,"Male","English",2.70537997254633
10.26,10,32,"Male","English",2.32825283974262
3.75,10,16,"Male","English",1.32175583998232
16.22,12,26,"Male","English",2.78624504868727
33.59,15.5,53,"Female","English",3.5142284036242
11,14.8,36,"Male","English",2.39789527279837
20.3,12,32,"Female","English",3.01062088604774
15.75,20,34,"Male","English",2.75684036527164
13.59,13,42,"Female","Other",2.60933422816305
11.5,12,41,"Male","English",2.4423470353692
9.35,17,24,"Male","English",2.2353763433006
8.12,12.1,16,"Male","English",2.09433015417359
4.96,16,21,"Female","English",1.60140574073684
32.64,12,65,"Male","English",3.48553853009591
28.73,15.5,36,"Male","English",3.3579418729912
9.6,12,39,"Female","Other",2.26176309847379
16.51,13,27,"Male","French",2.80396625793204
24.07,19,29,"Female","English",3.18096625179498
16.5,18,47,"Male","English",2.80336038090653
14.71,9,54,"Male","English",2.68852753461335
19,18.3,40,"Male","Other",2.94443897916644
7.5,15,31,"Male","Other",2.01490302054226
19.2,7,56,"Male","English",2.95491027903374
16,10,48,"Male","English",2.77258872223978
16.22,10,47,"Male","English",2.78624504868727
6.83,14.3,41,"Male","English",1.9213246735827
3.64,13.5,33,"Female","English",1.29198368164865
19.2,12,30,"Female","English",2.95491027903374
7.5,12.3,25,"Female","Other",2.01490302054226
10.18,15.3,37,"Female","English",2.32042501112238
30,17,24,"Female","English",3.40119738166216
17.76,10,50,"Male","English",2.87694873756402
6.58,12,23,"Male","English",1.88403474533723
14.23,13,64,"Female","Other",2.65535241210176
10,20,30,"Female","English",2.30258509299405
7,17,34,"Female","English",1.94591014905531
22.39,17.5,41,"Female","English",3.10861443061066
4.29,13,42,"Female","Other",1.45628673293993
46.15,11,18,"Male","English",3.83189696094886
11.52,9,53,"Female","Other",2.44408465526775
6.85,8,49,"Female","English",1.92424865227413
6.53,10,45,"Female","English",1.87640694328834
23.96,14,36,"Male","English",3.17638577324725
28.74,17.5,54,"Male","Other",3.35828988065088
23.04,13.5,54,"Male","English",3.13723183582769
16.81,12,61,"Female","English",2.82197394742052
24,12,39,"Male","English",3.17805383034795
19.55,14.1,27,"Male","English",2.97297528643137
7.2,19,25,"Female","English",1.97408102602201
